scientific_name,rank,taxonomic_status,common_name,AphiaID,WORMS url,WORMS Api url,LSID,Run script,kingdom,subkingdom,infrakingdom,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,section,subsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,species,subspecies,parent,codes,taxon_ID,images,Species List,MARINe Codes
Nucella emarginata,SPECIES,ACCEPTED,Northern striped dogwinkle,404208,http://www.marinespecies.org/aphia.php?p=taxdetails&id=404208,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/404208,urn:lsid:marinespecies.org:taxname:404208,https://airtable.com/tblLqtIyuwA7rbEC3/recU4e7BQuFcmQ6Ck?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Muricoidea,,Muricidae,Ocenebrinae,,,,Nucella,,Nucella emarginata,,Nucella,NUCO,recU4e7BQuFcmQ6Ck,,,
Nucella lamellosa,SPECIES,ACCEPTED,Frilled dog whelk,404218,http://www.marinespecies.org/aphia.php?p=taxdetails&id=404218,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/404218,urn:lsid:marinespecies.org:taxname:404218,https://airtable.com/tblLqtIyuwA7rbEC3/recAcwZ0UD6zIbwUv?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Muricoidea,,Muricidae,Ocenebrinae,,,,Nucella,,Nucella lamellosa,,Nucella,NULA,recAcwZ0UD6zIbwUv,,,
Nucella ostrina,SPECIES,ACCEPTED,Northern striped dog whelk,404225,http://www.marinespecies.org/aphia.php?p=taxdetails&id=404225,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/404225,urn:lsid:marinespecies.org:taxname:404225,https://airtable.com/tblLqtIyuwA7rbEC3/rec6qjJlNwTYf2xoM?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Muricoidea,,Muricidae,Ocenebrinae,,,,Nucella,,Nucella ostrina,,Nucella,NUOS,rec6qjJlNwTYf2xoM,"NUOS_1.jpg (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/Wx7o1rmunQB96fexdKwABw/VrVPtby9gNvVWxdDGjh-Oco_rDVB19hmNEaGahrZj6KK4UCf5_rprB83_CZO0e60IRCrKvdTx2gjo41MG7qSF_tjA1CgZYmLj4QL0XDjysjEOuwNibz_1HndDVZSuQdgBID-0ORB-7TttfIJF8jEKA/7AAo2OhtNOgsPf8s0IGqQLJCq6Mh-MkLFuIshe3hW_0),NUOS_3.jpg (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/kh5bWU2WL5FtVD_KM4FxVw/etE2wVVVtB2AG0XkoAYUvv5g575aKEjJ9lqVZ6DZXLQwgIhX3Y20R7dudYVWOOdloBb66MSWQ-c0WUHRfhOEAUdXLxB3oz2G3m7042beU-nScUwzOifCkS8zmp7rqJnyhHlsnpyQbLIqtQbQvKJ0Vw/8lYwqQ1jXSh4EL0O9iEAkWBgCdt65yHwT83BboFVq-0),NUOS_2.jpg (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/DsBzRyCbGUD3ZT5cT28OeA/mekwieHEZ3YjwiBgWyu936R1b0y5jQVPLzZCpE3VysUUHk9xA0JWy_9rJQLVMmlQfAoi9QIbUUShDGO_0LM2bh7HG1aIg_DazphnjLTHOY7J9dPUZmQRvURXBXI_tgdwO7tiKJRPOjF3asxRBBogOQ/0Agj2Rqo-P9hshhSteN5OlASrTM7YJ1ftwUCWJ8U7po)",,
Paciocinebrina,GENUS,ACCEPTED,,1329560,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1329560,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1329560,urn:lsid:marinespecies.org:taxname:1329560,https://airtable.com/tblLqtIyuwA7rbEC3/recr2rLAbSYCwRRip?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Muricoidea,,Muricidae,Ocenebrinae,,,,Paciocinebrina,,,,Ocenebrinae,,recr2rLAbSYCwRRip,,,
Paciocinebrina interfossa,SPECIES,ACCEPTED,Sculptured rocksnail,1329778,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1329778,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1329778,urn:lsid:marinespecies.org:taxname:1329778,https://airtable.com/tblLqtIyuwA7rbEC3/rec2h01EYnM7ofdiG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Muricoidea,,Muricidae,Ocenebrinae,,,,Paciocinebrina,,Paciocinebrina interfossa,,Paciocinebrina,PAIN,rec2h01EYnM7ofdiG,IMG_5133.jpg (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/ON5_K_3jm3OFjSeACGOF7A/wzbrYBq6xpp3VlHQb8vZPpZQRbKpluWIK-yOmae8fY_A5Auru391PT6fQXf5gdU7l_lbG7x-oBuzjuwcgJxi4z5DlYzA7L3tjFXjoOw1SzgfnrrZNJS2DmEfp77Ypxua-ENdJJXxRhmpxgvalk0HMxiy8NyBKyx5YKw5-J4WdH0/YhabCPZuG82WapbosSXaVCnh3lBTWOL0fimal6OyiAE),,
Olivoidea,SUPERFAMILY,ACCEPTED,,411805,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411805,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/411805,urn:lsid:marinespecies.org:taxname:411805,https://airtable.com/tblLqtIyuwA7rbEC3/recnLgklGBv7QOIWb?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Olivoidea,,,,,,,,,,,Neogastropoda,,recnLgklGBv7QOIWb,,,
Olividae,FAMILY,ACCEPTED,,23082,http://www.marinespecies.org/aphia.php?p=taxdetails&id=23082,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/23082,urn:lsid:marinespecies.org:taxname:23082,https://airtable.com/tblLqtIyuwA7rbEC3/rec1Sj1WTkigdzdYe?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Olivoidea,,Olividae,,,,,,,,,Olivoidea,,rec1Sj1WTkigdzdYe,,,
Olivellinae,SUBFAMILY,ACCEPTED,,225405,http://www.marinespecies.org/aphia.php?p=taxdetails&id=225405,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/225405,urn:lsid:marinespecies.org:taxname:225405,https://airtable.com/tblLqtIyuwA7rbEC3/reckKQWnECQEB4wzG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Olivoidea,,Olividae,Olivellinae,,,,,,,,Olividae,,reckKQWnECQEB4wzG,,,
Olivella,GENUS,ACCEPTED,Olive snail,138274,http://www.marinespecies.org/aphia.php?p=taxdetails&id=138274,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/138274,urn:lsid:marinespecies.org:taxname:138274,https://airtable.com/tblLqtIyuwA7rbEC3/recOj2FNdBrTVZVBG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Olivoidea,,Olividae,Olivellinae,,,,Olivella,,,,Olivellinae,oliv,recOj2FNdBrTVZVBG,,,
Olivella baetica,SPECIES,UNACCEPTED,Baetic Olive Snail,448188,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448188,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/448188,urn:lsid:marinespecies.org:taxname:448188,https://airtable.com/tblLqtIyuwA7rbEC3/recwFu8F45ONM4zVs?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Olivoidea,,Olividae,Olivellinae,,,,Olivella,,Olivella baetica,,Olivella,OLLA,recwFu8F45ONM4zVs,,,
Olivella biplicata,SPECIES,UNACCEPTED,Purple Olive Snail,211104,http://www.marinespecies.org/aphia.php?p=taxdetails&id=211104,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/211104,urn:lsid:marinespecies.org:taxname:211104,https://airtable.com/tblLqtIyuwA7rbEC3/recNADIhIXSJzn0vo?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Caenogastropoda,,,,Neogastropoda,,,,,,Olivoidea,,Olividae,Olivellinae,,,,Olivella,,Olivella biplicata,,Olivella,OLLB,recNADIhIXSJzn0vo,,,
Heterobranchia,SUBCLASS,ACCEPTED,,14712,http://www.marinespecies.org/aphia.php?p=taxdetails&id=14712,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/14712,urn:lsid:marinespecies.org:taxname:14712,https://airtable.com/tblLqtIyuwA7rbEC3/recC6QFck8rsg7D8G?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,,,,,,,,,,,,,,,,,,,,,Gastropoda,,recC6QFck8rsg7D8G,,,
Euthyneura,INFRACLASS,ACCEPTED,,1057247,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1057247,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1057247,urn:lsid:marinespecies.org:taxname:1057247,https://airtable.com/tblLqtIyuwA7rbEC3/rec4nSjghHCENNvZG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,,,,,,,,,,,,,,,,,,,,Heterobranchia,,rec4nSjghHCENNvZG,,,
Ringipleura,SUBTERCLASS,ACCEPTED,,1057249,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1057249,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1057249,urn:lsid:marinespecies.org:taxname:1057249,https://airtable.com/tblLqtIyuwA7rbEC3/recj8F4HZxSb7c42z?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,,,,,,,,,,,,,,,,,,,Euthyneura,,recj8F4HZxSb7c42z,,,
Nudipleura,SUPERORDER,ACCEPTED,,411966,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411966,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/411966,urn:lsid:marinespecies.org:taxname:411966,https://airtable.com/tblLqtIyuwA7rbEC3/reckcFgKYT0ve499g?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,,,,,,,,,,,,,,,,,,Ringipleura,,reckcFgKYT0ve499g,,,
Nudibranchia,ORDER,ACCEPTED,Nudibranch,1762,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1762,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1762,urn:lsid:marinespecies.org:taxname:1762,https://airtable.com/tblLqtIyuwA7rbEC3/recnkT6TaRaEeZA35?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,,,,,,,,,,,,,,,,,Nudipleura,"NUDI,UNNU,BNUD",recnkT6TaRaEeZA35,,,
Cladobranchia,SUBORDER,ACCEPTED,,827889,http://www.marinespecies.org/aphia.php?p=taxdetails&id=827889,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/827889,urn:lsid:marinespecies.org:taxname:827889,https://airtable.com/tblLqtIyuwA7rbEC3/recUkDZPO6S7R0B3Z?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,,,,,,,,,,,,Nudibranchia,,recUkDZPO6S7R0B3Z,,,
Aeolidioidea,SUPERFAMILY,ACCEPTED,,189,http://www.marinespecies.org/aphia.php?p=taxdetails&id=189,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/189,urn:lsid:marinespecies.org:taxname:189,https://airtable.com/tblLqtIyuwA7rbEC3/reccnG5x5LeUqfEFN?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Aeolidioidea,,,,,,,,,,,Cladobranchia,,reccnG5x5LeUqfEFN,,,
Myrrhinidae,FAMILY,ACCEPTED,,570862,http://www.marinespecies.org/aphia.php?p=taxdetails&id=570862,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/570862,urn:lsid:marinespecies.org:taxname:570862,https://airtable.com/tblLqtIyuwA7rbEC3/rece2XInqgfeV2tam?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Aeolidioidea,,Myrrhinidae,,,,,,,,,Aeolidioidea,,rece2XInqgfeV2tam,,,
Hermissenda,GENUS,ACCEPTED,,367881,http://www.marinespecies.org/aphia.php?p=taxdetails&id=367881,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/367881,urn:lsid:marinespecies.org:taxname:367881,https://airtable.com/tblLqtIyuwA7rbEC3/recWbmUwDPPpgYP5h?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Aeolidioidea,,Myrrhinidae,,,,,Hermissenda,,,,Myrrhinidae,,recWbmUwDPPpgYP5h,,,
Hermissenda crassicornis,SPECIES,ACCEPTED,Opalescent nudibranch,367883,http://www.marinespecies.org/aphia.php?p=taxdetails&id=367883,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/367883,urn:lsid:marinespecies.org:taxname:367883,https://airtable.com/tblLqtIyuwA7rbEC3/recA35zZCeGsbnHTf?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Aeolidioidea,,Myrrhinidae,,,,,Hermissenda,,Hermissenda crassicornis,,Hermissenda,"HERC,HECR,herc",recA35zZCeGsbnHTf,,,
Dendronotoidea,SUPERFAMILY,ACCEPTED,,182,http://www.marinespecies.org/aphia.php?p=taxdetails&id=182,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/182,urn:lsid:marinespecies.org:taxname:182,https://airtable.com/tblLqtIyuwA7rbEC3/recG8BNnst8Q9JFcn?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,,,,,,,,,,Cladobranchia,,recG8BNnst8Q9JFcn,,,
Dendronotidae,FAMILY,ACCEPTED,,186,http://www.marinespecies.org/aphia.php?p=taxdetails&id=186,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/186,urn:lsid:marinespecies.org:taxname:186,https://airtable.com/tblLqtIyuwA7rbEC3/recNBJGJ7kV9UR2tj?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Dendronotidae,,,,,,,,,Dendronotoidea,,recNBJGJ7kV9UR2tj,,,
Dendronotus,GENUS,ACCEPTED,,137885,http://www.marinespecies.org/aphia.php?p=taxdetails&id=137885,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/137885,urn:lsid:marinespecies.org:taxname:137885,https://airtable.com/tblLqtIyuwA7rbEC3/recR0YAjuqpRp7eOe?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Dendronotidae,,,,,Dendronotus,,,,Dendronotidae,,recR0YAjuqpRp7eOe,,,
Dendronotus albus,SPECIES,ACCEPTED,,548242,http://www.marinespecies.org/aphia.php?p=taxdetails&id=548242,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/548242,urn:lsid:marinespecies.org:taxname:548242,https://airtable.com/tblLqtIyuwA7rbEC3/recFfjKKlK4ViGAJw?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Dendronotidae,,,,,Dendronotus,,Dendronotus albus,,Dendronotus,,recFfjKKlK4ViGAJw,,,
Dendronotus diversicolor,SPECIES,UNACCEPTED,Multicolor dendronotid,548235,http://www.marinespecies.org/aphia.php?p=taxdetails&id=548235,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/548235,urn:lsid:marinespecies.org:taxname:548235,https://airtable.com/tblLqtIyuwA7rbEC3/recNWWRroXFYgKdR8?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Dendronotidae,,,,,Dendronotus,,Dendronotus diversicolor,,Dendronotus,DEND,recNWWRroXFYgKdR8,,,
Dendronotus iris,SPECIES,ACCEPTED,Giant nudibranch,548245,http://www.marinespecies.org/aphia.php?p=taxdetails&id=548245,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/548245,urn:lsid:marinespecies.org:taxname:548245,https://airtable.com/tblLqtIyuwA7rbEC3/recOZyWxrxapivQcG?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Dendronotidae,,,,,Dendronotus,,Dendronotus iris,,Dendronotus,"DENI,deni,deni",recOZyWxrxapivQcG,,,
Tethydidae,FAMILY,ACCEPTED,,23125,http://www.marinespecies.org/aphia.php?p=taxdetails&id=23125,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/23125,urn:lsid:marinespecies.org:taxname:23125,https://airtable.com/tblLqtIyuwA7rbEC3/recClfopTXsTKkrYQ?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Tethydidae,,,,,,,,,Dendronotoidea,,recClfopTXsTKkrYQ,,,
Melibe,GENUS,ACCEPTED,,138547,http://www.marinespecies.org/aphia.php?p=taxdetails&id=138547,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/138547,urn:lsid:marinespecies.org:taxname:138547,https://airtable.com/tblLqtIyuwA7rbEC3/recOKUfHsP7oZcdVh?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Tethydidae,,,,,Melibe,,,,Tethydidae,,recOKUfHsP7oZcdVh,,,
Melibe leonina,SPECIES,ACCEPTED,Hooded nudibranch,575441,http://www.marinespecies.org/aphia.php?p=taxdetails&id=575441,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/575441,urn:lsid:marinespecies.org:taxname:575441,https://airtable.com/tblLqtIyuwA7rbEC3/reciix1wjJ22Hlc6o?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Dendronotoidea,,Tethydidae,,,,,Melibe,,Melibe leonina,,Melibe,"MELL,MELL,mell,mell",reciix1wjJ22Hlc6o,,,
Fionoidea,SUPERFAMILY,ACCEPTED,,412646,http://www.marinespecies.org/aphia.php?p=taxdetails&id=412646,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/412646,urn:lsid:marinespecies.org:taxname:412646,https://airtable.com/tblLqtIyuwA7rbEC3/recGuEkRu29YlYhNc?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Fionoidea,,,,,,,,,,,Cladobranchia,,recGuEkRu29YlYhNc,,,
Coryphellidae,FAMILY,ACCEPTED,,153374,http://www.marinespecies.org/aphia.php?p=taxdetails&id=153374,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/153374,urn:lsid:marinespecies.org:taxname:153374,https://airtable.com/tblLqtIyuwA7rbEC3/recMUYVtUCGzFRPkr?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Fionoidea,,Coryphellidae,,,,,,,,,Fionoidea,,recMUYVtUCGzFRPkr,,,
Coryphella,GENUS,ACCEPTED,,138018,http://www.marinespecies.org/aphia.php?p=taxdetails&id=138018,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/138018,urn:lsid:marinespecies.org:taxname:138018,https://airtable.com/tblLqtIyuwA7rbEC3/recu99WbCEDelE9sO?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Fionoidea,,Coryphellidae,,,,,Coryphella,,,,Coryphellidae,,recu99WbCEDelE9sO,,,
Coryphella trilineata,SPECIES,ACCEPTED,Three-lined nudibranch,1052886,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1052886,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1052886,urn:lsid:marinespecies.org:taxname:1052886,https://airtable.com/tblLqtIyuwA7rbEC3/recEIX3EQenfFpi92?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Fionoidea,,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,Coryphella,COTR,recEIX3EQenfFpi92,IMG_5135.jpg (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/iBszLvgv5ZitAbKRYPM-jQ/UoPWkMdMWukicIiMq5OtmFqc2CDwTXSyApvh7cxrldOC_tgnmhEY4tw_rKsAu1VnE7RVop_GlRZN1NWulVJZkMo7lNSzVGAwz7imBy_VExg-PyjpklxkdFqhMVqWDfdsGPwBHt2gZCOd_yjO5QrJ7RdG7pAp-kJATFgbCPZZRY0/zVc65a1Pxp7MWEZB8yG-P0oPLpzFnXKO0f_YPyLEiwg),,
Proctonotoidea,SUPERFAMILY,ACCEPTED,,1052378,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1052378,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1052378,urn:lsid:marinespecies.org:taxname:1052378,https://airtable.com/tblLqtIyuwA7rbEC3/recgjxTpU8wHl6xCu?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,,,,,,,,,,Cladobranchia,,recgjxTpU8wHl6xCu,,,
Dironidae,FAMILY,ACCEPTED,,412591,http://www.marinespecies.org/aphia.php?p=taxdetails&id=412591,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/412591,urn:lsid:marinespecies.org:taxname:412591,https://airtable.com/tblLqtIyuwA7rbEC3/recPbw9FUbFRNQLee?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Dironidae,,,,,,,,,Proctonotoidea,,recPbw9FUbFRNQLee,,,
Dirona,GENUS,ACCEPTED,,558926,http://www.marinespecies.org/aphia.php?p=taxdetails&id=558926,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/558926,urn:lsid:marinespecies.org:taxname:558926,https://airtable.com/tblLqtIyuwA7rbEC3/recJWKeaIwF9hlyZY?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Dironidae,,,,,Dirona,,,,Dironidae,,recJWKeaIwF9hlyZY,,,
Dirona albolineata,SPECIES,ACCEPTED,Frosted nudibranch,581837,http://www.marinespecies.org/aphia.php?p=taxdetails&id=581837,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/581837,urn:lsid:marinespecies.org:taxname:581837,https://airtable.com/tblLqtIyuwA7rbEC3/recd46mkbYQXskEmB?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Dironidae,,,,,Dirona,,Dirona albolineata,,Dirona,"DIRA,DIRA,dira,dira",recd46mkbYQXskEmB,,,
Janolidae,FAMILY,ACCEPTED,,153450,http://www.marinespecies.org/aphia.php?p=taxdetails&id=153450,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/153450,urn:lsid:marinespecies.org:taxname:153450,https://airtable.com/tblLqtIyuwA7rbEC3/recMTOgaKYoldcVi5?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Janolidae,,,,,,,,,Proctonotoidea,,recMTOgaKYoldcVi5,,,
Janolus,GENUS,ACCEPTED,,138379,http://www.marinespecies.org/aphia.php?p=taxdetails&id=138379,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/138379,urn:lsid:marinespecies.org:taxname:138379,https://airtable.com/tblLqtIyuwA7rbEC3/reczKJTl5XfFh8ml2?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Janolidae,,,,,Janolus,,,,Janolidae,,reczKJTl5XfFh8ml2,,,
Janolus fuscus,SPECIES,UNACCEPTED,Orange & White tipped nudibranch,581840,http://www.marinespecies.org/aphia.php?p=taxdetails&id=581840,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/581840,urn:lsid:marinespecies.org:taxname:581840,https://airtable.com/tblLqtIyuwA7rbEC3/recTXwOCGooXD5T73?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Janolidae,,,,,Janolus,,Janolus fuscus,,Janolus,"JANF,janf,janf",recTXwOCGooXD5T73,,,
Proctonotidae,FAMILY,ACCEPTED,,23103,http://www.marinespecies.org/aphia.php?p=taxdetails&id=23103,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/23103,urn:lsid:marinespecies.org:taxname:23103,https://airtable.com/tblLqtIyuwA7rbEC3/recExYijWI0MRqxax?blocks=bli5ItEhTDGAFc32p,Animalia,,,Mollusca,,,,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Nudibranchia,Cladobranchia,,,,,Proctonotoidea,,Proctonotidae,,,,,,,,,Proctonotoidea,,recExYijWI0MRqxax,,,
