eventID,observationID,scientificName,scientificNameID,taxonRank,authority,vernacularName,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,basisOfRecord,occurrenceStatus,occurrenceRemarks
RICE024_NB_2020-11-14_BQ3,RICE024_NB_2020-11-14_BQ3_1476,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-14_BQ4,RICE024_NB_2020-11-14_BQ4_1477,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-14_BQ5,RICE024_NB_2020-11-14_BQ5_1478,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ1,RICE024_NB_2020-11-15_FQ1_1479,Pagurus,urn:lsid:marinespecies.org:taxname:106854,GENUS,"Fabricius, 1775",Pagurus hermit crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ1,RICE024_NB_2020-11-15_FQ1_1480,Amphissa,urn:lsid:marinespecies.org:taxname:137801,GENUS,"H. Adams & A. Adams, 1853",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ1,RICE024_NB_2020-11-15_FQ1_1481,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,4,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ2,RICE024_NB_2020-11-15_FQ2_1482,Anthopleura elegantissima,urn:lsid:marinespecies.org:taxname:283347,SPECIES,"(Brandt, 1835)",Aggregating anenome,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,10,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ2,RICE024_NB_2020-11-15_FQ2_1483,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ3,RICE024_NB_2020-11-15_FQ3_1484,Pentidotea,urn:lsid:marinespecies.org:taxname:249157,GENUS,"Richardson, 1905",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ3,RICE024_NB_2020-11-15_FQ3_1485,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,24,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ4,RICE024_NB_2020-11-15_FQ4_1486,Tonicella,urn:lsid:marinespecies.org:taxname:138090,GENUS,"P. P. Carpenter, 1873",Tonicella chiton,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ4,RICE024_NB_2020-11-15_FQ4_1487,Anthopleura elegantissima,urn:lsid:marinespecies.org:taxname:283347,SPECIES,"(Brandt, 1835)",Aggregating anenome,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,17,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ4,RICE024_NB_2020-11-15_FQ4_1488,Platyhelminthes,urn:lsid:marinespecies.org:taxname:793,PHYLUM,"Minot, 1876",Flatworm,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ4,RICE024_NB_2020-11-15_FQ4_1489,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ5,RICE024_NB_2020-11-15_FQ5_1490,Tonicella,urn:lsid:marinespecies.org:taxname:138090,GENUS,"P. P. Carpenter, 1873",Tonicella chiton,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ5,RICE024_NB_2020-11-15_FQ5_1491,Hemigrapsus nudus,urn:lsid:marinespecies.org:taxname:444776,SPECIES,"(Dana, 1851)",Purple Shore Crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ5,RICE024_NB_2020-11-15_FQ5_1492,Platyhelminthes,urn:lsid:marinespecies.org:taxname:793,PHYLUM,"Minot, 1876",Flatworm,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ5,RICE024_NB_2020-11-15_FQ5_1493,Onchidella borealis,urn:lsid:marinespecies.org:taxname:446167,SPECIES,"Dall, 1871",Leather limpet,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_NB_2020-11-15_FQ5,RICE024_NB_2020-11-15_FQ5_1494,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ1,RICE024_FB_2020-11-16_MQ1_1495,Pagurus,urn:lsid:marinespecies.org:taxname:106854,GENUS,"Fabricius, 1775",Pagurus hermit crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ1,RICE024_FB_2020-11-16_MQ1_1496,Pentidotea,urn:lsid:marinespecies.org:taxname:249157,GENUS,"Richardson, 1905",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ1,RICE024_FB_2020-11-16_MQ1_1497,Petrolisthes cinctipes,urn:lsid:marinespecies.org:taxname:431841,SPECIES,"(Randall, 1840)",Flat porcelain crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ1,RICE024_FB_2020-11-16_MQ1_1498,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,ORDER,"Latreille, 1816",Amphipod,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ1,RICE024_FB_2020-11-16_MQ1_1499,Brachyura,urn:lsid:marinespecies.org:taxname:106673,INFRAORDER,"Latreille, 1802",Crabs,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,unknown crab
RICE024_FB_2020-11-16_MQ1,RICE024_FB_2020-11-16_MQ1_1500,Tegula funebralis,urn:lsid:marinespecies.org:taxname:534190,SPECIES,"(A. Adams, 1855)",Black turban snail,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ4,RICE024_FB_2020-11-16_MQ4_1501,Hemigrapsus nudus,urn:lsid:marinespecies.org:taxname:444776,SPECIES,"(Dana, 1851)",Purple Shore Crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ3,RICE024_FB_2020-11-16_MQ3_1502,Hemigrapsus nudus,urn:lsid:marinespecies.org:taxname:444776,SPECIES,"(Dana, 1851)",Purple Shore Crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_MQ5,RICE024_FB_2020-11-16_MQ5_1503,Hemigrapsus nudus,urn:lsid:marinespecies.org:taxname:444776,SPECIES,"(Dana, 1851)",Purple Shore Crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_BQ4,RICE024_FB_2020-11-16_BQ4_1504,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_BQ5,RICE024_FB_2020-11-16_BQ5_1505,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-16_FQ5,RICE024_FB_2020-11-16_FQ5_1506,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-17_FQ1,RICE024_FB_2020-11-17_FQ1_1507,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-17_FQ2,RICE024_FB_2020-11-17_FQ2_1508,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,10,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-17_FQ3,RICE024_FB_2020-11-17_FQ3_1509,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE024_FB_2020-11-17_FQ4,RICE024_FB_2020-11-17_FQ4_1510,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_FQ3,RICE025_WB_2021-02-07_FQ3_1511,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_FQ3,RICE025_WB_2021-02-07_FQ3_1512,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_FQ4,RICE025_WB_2021-02-07_FQ4_1513,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_FQ4,RICE025_WB_2021-02-07_FQ4_1514,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_FQ5,RICE025_WB_2021-02-07_FQ5_1515,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_FQ5,RICE025_WB_2021-02-07_FQ5_1516,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_BQ2,RICE025_WB_2021-02-07_BQ2_1517,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_BQ4,RICE025_WB_2021-02-07_BQ4_1518,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ1,RICE025_WB_2021-02-07_MQ1_1519,Tegula funebralis,urn:lsid:marinespecies.org:taxname:534190,SPECIES,"(A. Adams, 1855)",Black turban snail,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ1,RICE025_WB_2021-02-07_MQ1_1520,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,5,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ1,RICE025_WB_2021-02-07_MQ1_1521,Calliostoma ligatum,urn:lsid:marinespecies.org:taxname:580412,SPECIES,"(A. Gould, 1849)",Blue topsnail,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ2,RICE025_WB_2021-02-07_MQ2_1522,Tegula funebralis,urn:lsid:marinespecies.org:taxname:534190,SPECIES,"(A. Adams, 1855)",Black turban snail,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ4,RICE025_WB_2021-02-07_MQ4_1523,Pagurus hirsutiusculus,urn:lsid:marinespecies.org:taxname:366699,SPECIES,"(Dana, 1851)",Hairy hermit crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ4,RICE025_WB_2021-02-07_MQ4_1524,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ4,RICE025_WB_2021-02-07_MQ4_1525,Tegula funebralis,urn:lsid:marinespecies.org:taxname:534190,SPECIES,"(A. Adams, 1855)",Black turban snail,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ4,RICE025_WB_2021-02-07_MQ4_1526,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,9,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ3,RICE025_WB_2021-02-07_MQ3_1527,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,45,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ5,RICE025_WB_2021-02-07_MQ5_1528,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,4,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_WB_2021-02-07_MQ5,RICE025_WB_2021-02-07_MQ5_1529,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-08_BQ1,RICE025_NB_2021-02-08_BQ1_1530,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-08_MQ2,RICE025_NB_2021-02-08_MQ2_1531,Pagurus hirsutiusculus,urn:lsid:marinespecies.org:taxname:366699,SPECIES,"(Dana, 1851)",Hairy hermit crab,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-08_MQ3,RICE025_NB_2021-02-08_MQ3_1532,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,4,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-08_MQ4,RICE025_NB_2021-02-08_MQ4_1533,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,6,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ1,RICE025_NB_2021-02-09_FQ1_1534,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ1,RICE025_NB_2021-02-09_FQ1_1535,Columbellidae,urn:lsid:marinespecies.org:taxname:23009,FAMILY,"Swainson, 1840",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ2,RICE025_NB_2021-02-09_FQ2_1536,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ3,RICE025_NB_2021-02-09_FQ3_1537,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,11,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ4,RICE025_NB_2021-02-09_FQ4_1538,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,4,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ5,RICE025_NB_2021-02-09_FQ5_1539,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_NB_2021-02-09_FQ5,RICE025_NB_2021-02-09_FQ5_1540,Onchidella borealis,urn:lsid:marinespecies.org:taxname:446167,SPECIES,"Dall, 1871",Leather limpet,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,6,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_FB_2021-02-10_MQ1,RICE025_FB_2021-02-10_MQ1_1541,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_FB_2021-02-10_MQ1,RICE025_FB_2021-02-10_MQ1_1542,Tegula funebralis,urn:lsid:marinespecies.org:taxname:534190,SPECIES,"(A. Adams, 1855)",Black turban snail,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_FB_2021-02-10_MQ2,RICE025_FB_2021-02-10_MQ2_1543,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_FB_2021-02-10_FQ2,RICE025_FB_2021-02-10_FQ2_1544,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_FB_2021-02-10_FQ4,RICE025_FB_2021-02-10_FQ4_1545,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,3,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE025_FB_2021-02-10_FQ5,RICE025_FB_2021-02-10_FQ5_1546,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE026_NB_2021-05-27_FQ1,RICE026_NB_2021-05-27_FQ1_1547,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE026_NB_2021-05-27_FQ2,RICE026_NB_2021-05-27_FQ2_1548,Gastropoda,urn:lsid:marinespecies.org:taxname:101,CLASS,"Cuvier, 1795",NA,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,5,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
RICE026_NB_2021-05-27_FQ2,RICE026_NB_2021-05-27_FQ2_1549,Nucella ostrina,urn:lsid:marinespecies.org:taxname:404225,SPECIES,"(A. Gould, 1852)",Northern striped dog whelk,individualCount,https://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,5,NA,dimensionless,https://vocab.nerc.ac.uk/collection/P06/current/UUUU/,HumanObservation,present,NA
